;CO_IES;NO_IES;SG_IES;SG_UF_IES;NO_CAMPUS;CO_IES_CURSO;NO_CURSO;DS_TURNO;DS_FORMACAO;QT_VAGAS_CONCORRENCIA;NO_MODALIDADE_CONCORRENCIA;ST_BONUS_PERC;QT_BONUS_PERC;NO_ACAO_AFIRMATIVA_BONUS;NU_NOTA_CANDIDATO;NU_NOTACORTE_CONCORRIDA;NU_CLASSIFICACAO;ENSINO_MEDIO;QUILOMBOLA;DEFICIENTE;TIPO_CONCORRENCIA
275;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;678,84;0;1;N;N;N;AC
276;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;667,94;0;2;S;N;S;AC
277;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;665,28;0;3;N;N;N;AC
278;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;655,36;0;4;N;N;N;AC
279;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;652,64;0;5;N;N;N;AC
280;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;622,02;0;6;N;N;N;AC
281;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;620,1;0;7;S;N;N;AC
282;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;613,14;0;8;S;N;N;AC
283;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;611,82;0;9;S;N;N;AC
284;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;593,84;0;10;S;N;N;AC
285;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;591,3;0;11;S;N;N;AC
286;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;566;0;12;S;N;N;AC
287;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;557,62;0;13;N;N;N;AC
288;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;555,12;0;14;S;N;N;AC
289;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;552,92;0;15;S;N;N;AC
290;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;550,74;0;16;N;N;N;AC
291;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;526,1;0;17;S;N;N;AC
292;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;517,96;0;18;S;N;N;AC
293;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122356;FÍSICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;437,86;0;19;S;N;N;AC
294;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;728,12;0;1;N;N;N;AC
295;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;642,44;0;2;S;N;N;AC
296;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;615,48;0;3;N;N;N;AC
297;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;611,44;0;4;N;N;N;AC
298;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;608,88;0;5;N;N;N;AC
299;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;606,16;0;6;S;N;N;AC
300;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;599,32;0;7;S;N;N;AC
301;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;596,86;0;8;N;N;N;AC
302;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;586,16;0;9;S;N;N;AC
303;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;580,66;0;10;N;N;N;AC
304;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;579,98;0;11;N;N;N;AC
305;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;572,72;0;12;N;N;N;AC
306;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;567,18;0;13;N;N;N;AC
307;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;556,42;0;14;S;N;N;AC
308;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;556,32;0;15;S;N;N;AC
309;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;555,98;0;16;N;N;N;AC
310;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;555,08;0;17;S;N;N;AC
311;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;551,7;0;18;S;N;N;AC
312;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;540,14;0;19;S;N;N;AC
313;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;538,34;0;20;N;N;N;AC
314;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;534,02;0;21;N;N;S;AC
315;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;529,86;0;22;S;N;N;AC
316;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;527,92;0;23;N;N;N;AC
317;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;521,34;0;24;N;N;N;AC
318;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;517,04;0;25;S;N;N;AC
319;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;514,92;0;26;S;N;N;AC
320;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;514,02;0;27;S;N;N;AC
321;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;513,74;0;28;S;N;N;AC
322;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;508,22;0;29;N;N;N;AC
323;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;507,48;0;30;S;N;N;AC
324;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;506,72;0;31;S;N;N;AC
325;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;489,06;0;32;N;N;N;AC
326;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;487,9;0;33;S;N;N;AC
327;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;486,1;0;34;S;N;N;AC
328;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;470,94;0;35;N;N;S;AC
329;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;459,98;0;36;S;N;N;AC
330;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;444,02;0;37;S;N;N;AC
331;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;438,98;0;38;S;N;N;AC
332;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;415,18;0;39;S;N;N;AC
333;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;403,96;0;40;N;N;N;AC
334;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;403,24;0;41;S;N;N;AC
335;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;112074;GESTÃO AMBIENTAL;Integral;Tecnológico;25;Ampla concorrência;NÃO;;;391,18;0;42;S;N;N;AC
336;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122358;MATEMÁTICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;724,78;0;1;S;N;N;AC
337;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122358;MATEMÁTICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;663,98;0;2;N;N;N;AC
338;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122358;MATEMÁTICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;662,94;0;3;S;N;N;AC
339;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122358;MATEMÁTICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;650,72;0;4;S;N;N;AC
340;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122358;MATEMÁTICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;637,16;0;5;S;N;N;AC
341;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122358;MATEMÁTICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;630,52;0;6;S;N;N;AC
342;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122358;MATEMÁTICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;628,66;0;7;S;N;N;AC
343;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122358;MATEMÁTICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;619,38;0;8;S;N;N;AC
344;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122358;MATEMÁTICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;605,16;0;9;N;N;N;AC
345;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122358;MATEMÁTICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;593,78;0;10;S;N;N;AC
346;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122358;MATEMÁTICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;583,82;0;11;S;N;N;AC
347;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122358;MATEMÁTICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;581,8;0;12;S;N;N;AC
348;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122358;MATEMÁTICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;569,98;0;13;N;N;N;AC
349;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122358;MATEMÁTICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;569,76;0;14;N;N;N;AC
350;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122358;MATEMÁTICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;559,3;0;15;S;N;N;AC
351;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122358;MATEMÁTICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;523,6;0;16;S;N;N;AC
352;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122358;MATEMÁTICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;511,7;0;17;S;N;N;AC
353;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122360;QUÍMICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;677,58;0;1;S;N;N;AC
354;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122360;QUÍMICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;653,06;0;2;S;N;N;AC
355;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122360;QUÍMICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;649,98;0;3;N;N;N;AC
356;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122360;QUÍMICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;633,78;0;4;N;N;N;AC
357;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122360;QUÍMICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;631,42;0;5;N;N;N;AC
358;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122360;QUÍMICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;629,46;0;6;N;N;N;AC
359;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122360;QUÍMICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;583,32;0;7;S;N;N;AC
360;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122360;QUÍMICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;555,56;0;8;S;N;N;AC
361;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122360;QUÍMICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;547,04;0;9;S;N;N;AC
362;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122360;QUÍMICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;539,12;0;10;S;N;N;AC
363;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122360;QUÍMICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;511,58;0;11;N;N;N;AC
364;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Florestal;122360;QUÍMICA;Integral;Licenciatura;11;Ampla concorrência;NÃO;;;503,5;0;12;S;N;N;AC
365;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;697,86;591,16;1;N;N;N;AC
366;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;681,58;591,16;2;N;N;N;AC
367;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;660,38;591,16;3;N;N;N;AC
368;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;649,96;591,16;4;S;N;N;AC
369;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;643,76;591,16;5;S;N;N;AC
370;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;639,82;591,16;6;N;N;S;AC
371;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;635,78;591,16;7;N;N;N;AC
372;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;635,7;591,16;8;N;N;N;AC
373;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;632,7;591,16;9;S;N;N;AC
374;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;632,36;591,16;10;N;N;N;AC
375;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;628,68;591,16;11;N;N;N;AC
376;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;628;591,16;12;N;N;N;AC
377;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;627,02;591,16;13;N;N;N;AC
378;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;624,4;591,16;14;N;N;N;AC
379;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;621,2;591,16;15;N;N;N;AC
380;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;619;591,16;16;S;N;N;AC
381;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;609,74;591,16;17;N;N;N;AC
382;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;609,18;591,16;18;N;N;N;AC
383;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;608,04;591,16;19;N;N;N;AC
384;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;604,22;591,16;20;S;N;N;AC
385;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;601,06;591,16;21;N;N;N;AC
386;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;599,98;591,16;22;N;N;N;AC
387;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;597,92;591,16;23;N;N;N;AC
388;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;591,7;591,16;24;N;N;N;AC
389;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;25;Ampla concorrência;NÃO;;;591,16;591,16;25;S;N;N;AC
390;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;548,1;428,04;1;S;N;N;LI_PPI 
391;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;527,62;428,04;2;S;N;N;LI_PPI 
392;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;525,46;428,04;3;S;N;N;LI_PPI 
393;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;520,86;428,04;4;S;N;N;LI_PPI 
394;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;506,28;428,04;5;S;N;N;LI_PPI 
395;8;UNIVERSIDADE FEDERAL DE VIÇOSA;UFV;MG;Campus Rio Paranaíba;111120;ADMINISTRAÇÃO;Integral;Bacharelado;8;Candidatos autodeclarados pretos, pardos ou indígenas, independentemente da renda, que tenham cursado integralmente o ensino médio em escolas públicas ou em escolas comunitárias que atuam no âmbito da educação do campo conveniadas com o poder público (Lei nº 12.711/2012).;NÃO;;;500,46;428,04;6;S;N;N;LI_PPI 
